user_id,book_id,rating,goodreads_book_id_x,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,goodreads_book_id_y,tag_name
26056,816,5,6101138,6101138,6278354,2,7230206,9780007230200.0,Hilary Mantel,2009.0,Wolf Hall,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,102936,118705,12827,6673,9916,21464,37421,43231,https://images.gr-assets.com/books/1336576165m/6101138.jpg,https://images.gr-assets.com/books/1336576165s/6101138.jpg,816.0,"['Fantasy', 'Fiction', 'History', 'Mystery', 'War']"
7517,112,4,15507958,15507958,17763198,168,670026603,9780670026610.0,Jojo Moyes,2012.0,Me Before You,"Me Before You (Me Before You, #1)",eng,4.27,587647,741133,71412,10346,21880,91517,249474,367916,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,112.0,"['Classic', 'Fantasy', 'Fiction']"
29946,446,3,102868,102868,1997473,1106,1420925539,9781420925530.0,Arthur Conan Doyle,1887.0,A Study in Scarlet,A Study in Scarlet,eng,4.15,201499,220115,6954,2318,5550,38107,85345,88795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,446.0,"['Fiction', 'Romance']"
24352,4921,3,11544421,11544421,16484134,12,1937007588,9781937007580.0,Ilona Andrews,2013.0,Magic Rises,"Magic Rises (Kate Daniels, #6)",eng,4.49,29556,33573,2621,91,276,2687,10657,19862,https://images.gr-assets.com/books/1359571572m/11544421.jpg,https://images.gr-assets.com/books/1359571572s/11544421.jpg,4921.0,"['Classic', 'Fiction', 'History']"
18625,5,4,4671,4671,245494,1356,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,The Great Gatsby,The Great Gatsby,eng,3.89,2683664,2773745,51992,86236,197621,606158,936012,947718,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://images.gr-assets.com/books/1490528560s/4671.jpg,5.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
13000,93,4,2998,2998,3186437,1350,517189607,9780517189600.0,Frances Hodgson Burnett,1911.0,The Secret Garden,The Secret Garden,eng,4.12,639357,692249,13054,8005,25207,129646,243821,285570,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,93.0,"['Children-s-lit', 'Classic', 'Fiction', 'Kids']"
24593,11,3,77203,77203,3295919,283,1594480001,9781594480000.0,Khaled Hosseini,2003.0,The Kite Runner ,The Kite Runner,eng,4.26,1813044,1878095,59730,34288,59980,226062,628174,929591,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://images.gr-assets.com/books/1484565687s/77203.jpg,11.0,"['Classic', 'Fantasy', 'Fiction']"
7470,9298,4,129327,129327,124552,156,345354907,9780345354910.0,H.P. Lovecraft,1941.0,The Case of Charles Dexter Ward,The Case of Charles Dexter Ward,eng,4.2,10153,11366,436,75,318,1817,4227,4929,https://images.gr-assets.com/books/1385837737m/129327.jpg,https://images.gr-assets.com/books/1385837737s/129327.jpg,9298.0,"['Fiction', 'Romance']"
31619,320,3,13526165,13526165,17626728,78,316204277,9780316204280.0,Maria Semple,2012.0,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng,3.9,215453,268153,28973,4080,13047,59489,119361,72176,https://images.gr-assets.com/books/1338822317m/13526165.jpg,https://images.gr-assets.com/books/1338822317s/13526165.jpg,320.0,"['Classic', 'Fiction', 'Romance']"
48482,36,3,3636,3636,2543234,192,385732554,9780385732550.0,Lois Lowry,1993.0,The Giver,"The Giver (The Giver, #1)",eng,4.12,1296825,1345445,54084,26497,59652,225326,448691,585279,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg,36.0,"['Fantasy', 'Fiction', 'War']"
51890,2142,5,1375,1375,1474309,255,147712556,9780147712550.0,"Homer, Robert Fagles, Bernard Knox",-762.0,Ἰλιάς ; Ὀδύσσεια,The Iliad/The Odyssey,eng,4.03,47825,51098,537,916,2608,10439,17404,19731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2142.0,"['Fantasy', 'Fiction', 'Mystery', 'Romance']"
13580,5114,5,91247,91247,708860,48,192751034,9780192751030.0,"Beverly Cleary, Alan Tiegreen",1984.0,Ramona and Her Father,"Ramona and Her Father (Ramona, #4)",eng,4.02,22181,23472,532,366,897,5358,8193,8658,https://images.gr-assets.com/books/1408925643m/91247.jpg,https://images.gr-assets.com/books/1408925643s/91247.jpg,5114.0,"['Classic', 'Fiction']"
16998,11,5,77203,77203,3295919,283,1594480001,9781594480000.0,Khaled Hosseini,2003.0,The Kite Runner ,The Kite Runner,eng,4.26,1813044,1878095,59730,34288,59980,226062,628174,929591,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://images.gr-assets.com/books/1484565687s/77203.jpg,11.0,"['Classic', 'Fantasy', 'Fiction']"
50375,447,4,2248573,2248573,3124969,143,375826726,9780375826730.0,Christopher Paolini,2008.0,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,211645,226941,7993,4273,13094,44147,75689,89738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,447.0,"['Fiction', 'Romance']"
23933,21,4,2,2,2809203,307,439358078,9780439358070.0,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",eng,4.46,1735368,1840548,28685,9528,31577,180210,494427,1124806,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg,21.0,"['Fiction', 'History']"
45516,2657,3,182425,182425,1133939,54,553580221,9780553580230.0,Dean Koontz,1999.0,False Memory,False Memory,en-US,3.87,36882,38019,995,740,2241,9882,13648,11508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2657.0,"['Classic', 'Fiction', 'History', 'Mystery']"
825,1362,4,13891,13891,791225,59,081257558X,9780812575580.0,Robert Jordan,2000.0,,"Winter's Heart (Wheel of Time, #9)",en-US,3.92,71355,77514,1340,1205,5085,18770,26473,25981,https://images.gr-assets.com/books/1480096268m/13891.jpg,https://images.gr-assets.com/books/1480096268s/13891.jpg,1362.0,"['Classic', 'Fiction', 'History', 'War']"
47350,386,5,233818,233818,3215136,127,440439884,9780440439880.0,Scott O'Dell,1960.0,Island of the Blue Dolphins,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA,3.8,236015,245968,6699,8175,19308,61975,80520,75990,https://images.gr-assets.com/books/1475166260m/233818.jpg,https://images.gr-assets.com/books/1475166260s/233818.jpg,386.0,"['Bio-memoir', 'Fiction']"
33450,4005,4,251519,251519,1154583,52,446694843,9780446694840.0,Lolly Winston,2004.0,Good Grief,Good Grief,en-US,3.72,24273,25350,1330,449,1718,7963,9468,5752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4005.0,"['Classic', 'Fantasy', 'Fiction', 'History', 'Romance']"
49820,1,5,2767052,2767052,2792775,272,439023483,9780439023480.0,Suzanne Collins,2008.0,The Hunger Games,"The Hunger Games (The Hunger Games, #1)",eng,4.34,4780653,4942365,155254,66715,127936,560092,1481305,2706317,https://images.gr-assets.com/books/1447303603m/2767052.jpg,https://images.gr-assets.com/books/1447303603s/2767052.jpg,1.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery', 'Romance']"
11654,446,4,102868,102868,1997473,1106,1420925539,9781420925530.0,Arthur Conan Doyle,1887.0,A Study in Scarlet,A Study in Scarlet,eng,4.15,201499,220115,6954,2318,5550,38107,85345,88795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,446.0,"['Fiction', 'Romance']"
10740,33,3,930,929,1558965,220,739326228,9780739326220.0,Arthur Golden,1997.0,Memoirs of a Geisha,Memoirs of a Geisha,eng,4.08,1300209,1418172,25605,23500,59033,258700,517157,559782,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,33.0,"['Classic', 'Fantasy', 'Fiction', 'War']"
9389,6514,4,196951,196951,190519,16,750026049,9780750026050.0,Jan Brett,1997.0,The Hat,The Hat,eng,4.25,17033,17336,272,166,517,2829,5072,8752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6514.0,"['Classic', 'Fiction']"
24729,5797,3,43342,43342,1612810,79,671004549,9780671004540.0,Mary Higgins Clark,1998.0,You Belong to Me,You Belong To Me,en-US,3.85,19131,20017,445,118,864,6230,7507,5298,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5797.0,"['Classic', 'Fiction', 'History', 'Romance']"
29479,21,5,2,2,2809203,307,439358078,9780439358070.0,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",eng,4.46,1735368,1840548,28685,9528,31577,180210,494427,1124806,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg,21.0,"['Fiction', 'History']"
38441,264,3,3876,3876,589497,343,743297334,9780743297330.0,Ernest Hemingway,1926.0,The Sun Also Rises,The Sun Also Rises,en-US,3.83,284988,303117,9826,9602,23682,70004,105785,94044,https://images.gr-assets.com/books/1331828228m/3876.jpg,https://images.gr-assets.com/books/1331828228s/3876.jpg,264.0,"['Classic', 'Fiction', 'Romance']"
50088,25,5,136251,136251,2963218,263,545010225,9780545010220.0,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",eng,4.61,1746574,1847395,51942,9363,22245,113646,383914,1318227,https://images.gr-assets.com/books/1474171184m/136251.jpg,https://images.gr-assets.com/books/1474171184s/136251.jpg,25.0,"['Fiction', 'History']"
15393,25,5,136251,136251,2963218,263,545010225,9780545010220.0,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",eng,4.61,1746574,1847395,51942,9363,22245,113646,383914,1318227,https://images.gr-assets.com/books/1474171184m/136251.jpg,https://images.gr-assets.com/books/1474171184s/136251.jpg,25.0,"['Fiction', 'History']"
32568,27,5,1,1,41335427,275,439785960,9780439785970.0,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",eng,4.54,1678823,1785676,27520,7308,21516,136333,459028,1161491,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg,27.0,"['Bio-memoir', 'Fiction', 'History']"
13861,1617,4,21745,21745,497415,82,1590860624,9781590860620.0,"Lee Child, Dick Hill",2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,63467,1787,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1617.0,"['Bio-memoir', 'Classic', 'Fiction', 'History', 'War']"
5240,8,4,5107,5107,3036731,360,316769177,9780316769170.0,J.D. Salinger,1951.0,The Catcher in the Rye,The Catcher in the Rye,eng,3.79,2044241,2120637,44920,109383,185520,455042,661516,709176,https://images.gr-assets.com/books/1398034300m/5107.jpg,https://images.gr-assets.com/books/1398034300s/5107.jpg,8.0,"['Classic', 'Fantasy', 'Fiction', 'Mystery']"
6260,8155,4,11970747,11970747,40847773,12,,,George R.R. Martin,1998.0,The Hedge Knight,"The Hedge Knight (The Tales of Dunk and Egg, #1)",eng,4.23,14003,14386,586,53,194,2064,6132,5943,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8155.0,"['Fiction', 'History', 'Romance']"
19234,6539,5,15746,15746,3004873,52,553582755,9780553582760.0,Dean Koontz,2001.0,One Door Away from Heaven,One Door Away from Heaven,en-US,3.95,16299,17258,566,305,958,4070,5965,5960,https://images.gr-assets.com/books/1308459846m/15746.jpg,https://images.gr-assets.com/books/1308459846s/15746.jpg,6539.0,"['Fiction', 'Mystery']"
4340,662,4,5439,5439,3301398,83,618101365,9780618101370.0,Jhumpa Lahiri,1999.0,Interpreter of Maladies,Interpreter of Maladies,eng,4.12,110651,125062,8145,860,4045,21705,50880,47572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,662.0,"['Classic', 'Fantasy', 'Fiction', 'Mystery', 'Romance']"
15012,1241,4,10587120,10587120,15494456,21,805093079,9780805093070.0,"Bill O'Reilly, Martin Dugard",2011.0,Killing Lincoln: The Shocking Assassination that Changed America Forever,Killing Lincoln: The Shocking Assassination that Changed America Forever,eng,4.02,71868,76669,5847,3032,3067,12962,28216,29392,https://images.gr-assets.com/books/1317793681m/10587120.jpg,https://images.gr-assets.com/books/1317793681s/10587120.jpg,1241.0,"['Bio-memoir', 'Fiction']"
28765,2,5,3,3,4640799,491,439554934,9780439554930.0,"J.K. Rowling, Mary GrandPré",1997.0,Harry Potter and the Philosopher's Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",eng,4.44,4602479,4800065,75867,75504,101676,455024,1156318,3011543,https://images.gr-assets.com/books/1474154022m/3.jpg,https://images.gr-assets.com/books/1474154022s/3.jpg,2.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery', 'Romance']"
29728,8,3,5107,5107,3036731,360,316769177,9780316769170.0,J.D. Salinger,1951.0,The Catcher in the Rye,The Catcher in the Rye,eng,3.79,2044241,2120637,44920,109383,185520,455042,661516,709176,https://images.gr-assets.com/books/1398034300m/5107.jpg,https://images.gr-assets.com/books/1398034300s/5107.jpg,8.0,"['Classic', 'Fantasy', 'Fiction', 'Mystery']"
33505,7785,4,397456,397456,550582,41,671670689,9780671670690.0,V.C. Andrews,1990.0,Dawn ,"Dawn (Cutler, #1)",eng,3.87,13674,14091,255,205,1086,3872,4162,4766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7785.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids']"
26504,599,5,8695,8695,1877624,162,345418921,9780345418920.0,Douglas Adams,1980.0,The Restaurant at the End of the Universe,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,4.22,153838,172365,3851,700,3728,27009,66783,74145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,599.0,"['Fiction', 'History']"
22477,30,3,8442457,19288043,13306276,196,297859382,9780297859380.0,Gillian Flynn,2012.0,Gone Girl,Gone Girl,eng,4.03,512475,1626519,121614,38874,80807,280331,616031,610476,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://images.gr-assets.com/books/1339602131s/8442457.jpg,30.0,"['Classic', 'Fantasy', 'Fiction', 'War']"
13431,930,5,1736739,1736739,3263906,87,140006208X,9781400062090.0,Elizabeth Strout,2008.0,Olive Kitteridge,Olive Kitteridge,eng,3.78,85019,108518,14175,2907,8772,26625,41160,29054,https://images.gr-assets.com/books/1320430655m/1736739.jpg,https://images.gr-assets.com/books/1320430655s/1736739.jpg,930.0,"['Classic', 'Fiction', 'History', 'Romance', 'War']"
2478,28,3,7624,7624,2766512,458,140283331,9780140283330.0,William Golding,1954.0,Lord of the Flies ,Lord of the Flies,eng,3.64,1605019,1671484,26886,92779,160295,425648,564916,427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg,28.0,"['Bio-memoir', 'Fiction', 'History']"
39334,676,5,15731779,15731779,21411971,76,425263924,9780425263920.0,Sylvia Day,2013.0,Entwined with You,"Entwined with You (Crossfire, #3)",eng,4.19,141641,157731,9728,2275,6942,25570,47336,75608,https://images.gr-assets.com/books/1362526983m/15731779.jpg,https://images.gr-assets.com/books/1362526983s/15731779.jpg,676.0,['Fiction']
21809,447,4,2248573,2248573,3124969,143,375826726,9780375826730.0,Christopher Paolini,2008.0,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,211645,226941,7993,4273,13094,44147,75689,89738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,447.0,"['Fiction', 'Romance']"
17526,1305,4,297249,297249,945340,56,807508527,9780807508530.0,"Gertrude Chandler Warner, L. Kate Deal",1942.0,The Boxcar Children,"The Boxcar Children (The Boxcar Children, #1)",en-US,4.09,92916,95943,2391,2080,4487,18904,27979,42493,https://images.gr-assets.com/books/1173489650m/297249.jpg,https://images.gr-assets.com/books/1173489650s/297249.jpg,1305.0,"['Classic', 'Fantasy', 'Fiction', 'History', 'War']"
50731,27,5,1,1,41335427,275,439785960,9780439785970.0,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",eng,4.54,1678823,1785676,27520,7308,21516,136333,459028,1161491,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg,27.0,"['Bio-memoir', 'Fiction', 'History']"
22425,304,5,227711,227711,1191096,52,60987561,9780060987560.0,Wally Lamb,1998.0,I Know This Much Is True ,I Know This Much Is True,eng,4.17,246917,257608,7775,4430,9972,39899,86909,116398,https://images.gr-assets.com/books/1373532198m/227711.jpg,https://images.gr-assets.com/books/1373532198s/227711.jpg,304.0,"['Classic', 'Fiction', 'Romance']"
51399,36,4,3636,3636,2543234,192,385732554,9780385732550.0,Lois Lowry,1993.0,The Giver,"The Giver (The Giver, #1)",eng,4.12,1296825,1345445,54084,26497,59652,225326,448691,585279,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg,36.0,"['Fantasy', 'Fiction', 'War']"
49605,2,5,3,3,4640799,491,439554934,9780439554930.0,"J.K. Rowling, Mary GrandPré",1997.0,Harry Potter and the Philosopher's Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",eng,4.44,4602479,4800065,75867,75504,101676,455024,1156318,3011543,https://images.gr-assets.com/books/1474154022m/3.jpg,https://images.gr-assets.com/books/1474154022s/3.jpg,2.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery', 'Romance']"
11636,3686,3,6457081,6457081,6647405,56,7178379,9780007178380.0,Tracy Chevalier,2009.0,Remarkable Creatures,Remarkable Creatures ,eng,3.81,29667,33230,3817,465,1926,9047,13797,7995,https://images.gr-assets.com/books/1327161912m/6457081.jpg,https://images.gr-assets.com/books/1327161912s/6457081.jpg,3686.0,"['Bio-memoir', 'Fiction']"
50748,353,5,12996,12996,995103,1053,743477553,9780743477550.0,William Shakespeare,1603.0,"The Tragedy of Othello, The Moor of Venice",Othello,eng,3.88,238875,256757,4334,4281,16576,64922,92076,78902,https://images.gr-assets.com/books/1459795105m/12996.jpg,https://images.gr-assets.com/books/1459795105s/12996.jpg,353.0,"['Classic', 'Fantasy', 'Fiction', 'Romance']"
946,112,4,15507958,15507958,17763198,168,670026603,9780670026610.0,Jojo Moyes,2012.0,Me Before You,"Me Before You (Me Before You, #1)",eng,4.27,587647,741133,71412,10346,21880,91517,249474,367916,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,112.0,"['Classic', 'Fantasy', 'Fiction']"
43692,30,3,8442457,19288043,13306276,196,297859382,9780297859380.0,Gillian Flynn,2012.0,Gone Girl,Gone Girl,eng,4.03,512475,1626519,121614,38874,80807,280331,616031,610476,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://images.gr-assets.com/books/1339602131s/8442457.jpg,30.0,"['Classic', 'Fantasy', 'Fiction', 'War']"
19384,11,4,77203,77203,3295919,283,1594480001,9781594480000.0,Khaled Hosseini,2003.0,The Kite Runner ,The Kite Runner,eng,4.26,1813044,1878095,59730,34288,59980,226062,628174,929591,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://images.gr-assets.com/books/1484565687s/77203.jpg,11.0,"['Classic', 'Fantasy', 'Fiction']"
11048,24,4,6,6,3046572,332,439139600,9780439139600.0,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",eng,4.53,1753043,1868642,31084,6676,20210,151785,494926,1195045,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg,24.0,"['Bio-memoir', 'Fiction', 'History']"
43227,93,4,2998,2998,3186437,1350,517189607,9780517189600.0,Frances Hodgson Burnett,1911.0,The Secret Garden,The Secret Garden,eng,4.12,639357,692249,13054,8005,25207,129646,243821,285570,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,93.0,"['Children-s-lit', 'Classic', 'Fiction', 'Kids']"
45559,9417,5,244115,244115,2264278,13,525477543,9780525477550.0,Judy Schachner,2006.0,Skippyjon Jones in Mummy Trouble (Skippyjon Jones),"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",en-US,4.25,11076,11311,220,251,464,1708,2653,6235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9417.0,"['Fiction', 'Romance']"
12035,3985,3,46190,46190,45332,22,1400083028,9781400083020.0,Rob Sheffield,2007.0,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Love Is a Mix Tape,en-US,3.83,21971,24597,2403,611,1715,6230,8644,7397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3985.0,"['Fantasy', 'Fiction', 'History', 'War']"
45719,900,1,61535,61535,1746717,104,199291152,9780199291150.0,Richard Dawkins,1976.0,The Selfish Gene,The Selfish Gene,eng,4.11,96564,101017,2460,2783,4298,15845,33818,44273,https://images.gr-assets.com/books/1366758096m/61535.jpg,https://images.gr-assets.com/books/1366758096s/61535.jpg,900.0,"['Fiction', 'Romance']"
14267,6,5,11870085,11870085,16827462,226,525478817,9780525478810.0,John Green,2012.0,The Fault in Our Stars,The Fault in Our Stars,eng,4.26,2346404,2478609,140739,47994,92723,327550,698471,1311871,https://images.gr-assets.com/books/1360206420m/11870085.jpg,https://images.gr-assets.com/books/1360206420s/11870085.jpg,6.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
36115,11,3,77203,77203,3295919,283,1594480001,9781594480000.0,Khaled Hosseini,2003.0,The Kite Runner ,The Kite Runner,eng,4.26,1813044,1878095,59730,34288,59980,226062,628174,929591,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://images.gr-assets.com/books/1484565687s/77203.jpg,11.0,"['Classic', 'Fantasy', 'Fiction']"
27836,28,5,7624,7624,2766512,458,140283331,9780140283330.0,William Golding,1954.0,Lord of the Flies ,Lord of the Flies,eng,3.64,1605019,1671484,26886,92779,160295,425648,564916,427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg,28.0,"['Bio-memoir', 'Fiction', 'History']"
8394,7911,5,129523,129523,545467,52,425197956,9780425197950.0,J.D. Robb,2004.0,"Divided in Death (In Death, #18)","Divided in Death (In Death, #18)",en-US,4.32,17321,19525,559,44,215,2617,7164,9485,https://images.gr-assets.com/books/1389938707m/129523.jpg,https://images.gr-assets.com/books/1389938707s/129523.jpg,7911.0,"['Children-s-lit', 'Classic', 'Fiction', 'Kids']"
26781,5,3,4671,4671,245494,1356,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,The Great Gatsby,The Great Gatsby,eng,3.89,2683664,2773745,51992,86236,197621,606158,936012,947718,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://images.gr-assets.com/books/1490528560s/4671.jpg,5.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
13083,34,4,10818853,10818853,15732562,169,1612130291,9781612130290.0,E.L. James,2011.0,Fifty Shades of Grey,"Fifty Shades of Grey (Fifty Shades, #1)",eng,3.67,1338493,1436818,75437,165455,152293,252185,294976,571909,https://images.gr-assets.com/books/1385207843m/10818853.jpg,https://images.gr-assets.com/books/1385207843s/10818853.jpg,34.0,"['Classic', 'Fantasy', 'Fiction', 'War']"
4999,24,4,6,6,3046572,332,439139600,9780439139600.0,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",eng,4.53,1753043,1868642,31084,6676,20210,151785,494926,1195045,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg,24.0,"['Bio-memoir', 'Fiction', 'History']"
43421,275,4,49750,49750,48658,116,525476881,9780525476890.0,John Green,2006.0,An Abundance of Katherines,An Abundance of Katherines,eng,3.63,312754,347424,20657,14225,36867,98115,111740,86477,https://images.gr-assets.com/books/1360206426m/49750.jpg,https://images.gr-assets.com/books/1360206426s/49750.jpg,275.0,"['Classic', 'Fiction', 'Romance']"
13474,26,5,968,968,2982101,350,307277674,9780307277670.0,Dan Brown,2003.0,The Da Vinci Code,"The Da Vinci Code (Robert Langdon, #2)",eng,3.79,1447148,1557292,41560,71345,126493,340790,539277,479387,https://images.gr-assets.com/books/1303252999m/968.jpg,https://images.gr-assets.com/books/1303252999s/968.jpg,26.0,"['Bio-memoir', 'Fiction', 'History']"
36838,5720,5,19286623,19286623,26116272,32,1250052386,9781250052380.0,Kylie Scott,2014.0,Lead,"Lead (Stage Dive, #3)",eng,4.32,29239,33999,3112,145,658,4138,12166,16892,https://images.gr-assets.com/books/1396467599m/19286623.jpg,https://images.gr-assets.com/books/1396467599s/19286623.jpg,5720.0,"['Fiction', 'Mystery', 'War']"
